"category","date","percent","downloads","package"
"without_mirrors","2022-01-26","0.13%","16","fairness-indicators"
"without_mirrors","2022-01-26","0.73%","372","aif360"
"without_mirrors","2022-01-26","0.39%","160","BlackBoxAuditing"
"without_mirrors","2022-01-27","0.19%","34","aequitas"
"without_mirrors","2022-01-27","0.01%","1","ethicml"
"without_mirrors","2022-01-27","0.55%","227","BlackBoxAuditing"
"without_mirrors","2022-01-27","0.85%","435","aif360"
"without_mirrors","2022-01-27","0.87%","2081","fairlearn"
"without_mirrors","2022-01-27","0.16%","21","fairness-indicators"
"without_mirrors","2022-01-28","0.20%","84","BlackBoxAuditing"
"without_mirrors","2022-01-28","0.20%","26","fairness-indicators"
"without_mirrors","2022-01-28","0.03%","2","fairness"
"without_mirrors","2022-01-28","0.19%","30","ethicml"
"without_mirrors","2022-01-28","0.38%","193","aif360"
"without_mirrors","2022-01-28","0.90%","2133","fairlearn"
"without_mirrors","2022-01-28","0.06%","1","transparentai"
"without_mirrors","2022-01-28","0.53%","5","themis-ml"
"without_mirrors","2022-01-28","0.19%","33","aequitas"
"without_mirrors","2022-01-28","0.09%","2","fairml"
"without_mirrors","2022-01-29","0.16%","80","aif360"
"without_mirrors","2022-01-29","0.02%","3","ethicml"
"without_mirrors","2022-01-29","0.07%","29","BlackBoxAuditing"
"without_mirrors","2022-01-29","0.13%","17","fairness-indicators"
"without_mirrors","2022-01-29","0.06%","11","aequitas"
"without_mirrors","2022-01-29","0.06%","1","transparentai"
"without_mirrors","2022-01-29","0.45%","1060","fairlearn"
"without_mirrors","2022-01-30","0.06%","1","transparentai"
"without_mirrors","2022-01-30","0.15%","19","fairness-indicators"
"without_mirrors","2022-01-30","0.12%","21","aequitas"
"without_mirrors","2022-01-30","0.12%","62","aif360"
"without_mirrors","2022-01-30","0.04%","17","BlackBoxAuditing"
"without_mirrors","2022-01-30","0.32%","763","fairlearn"
"without_mirrors","2022-01-31","0.13%","54","BlackBoxAuditing"
"without_mirrors","2022-01-31","0.34%","8","fairml"
"without_mirrors","2022-01-31","0.28%","141","aif360"
"without_mirrors","2022-01-31","0.11%","1","themis-ml"
"without_mirrors","2022-01-31","0.98%","2337","fairlearn"
"without_mirrors","2022-01-31","0.14%","18","fairness-indicators"
"without_mirrors","2022-01-31","0.01%","1","ethicml"
"without_mirrors","2022-01-31","0.17%","30","aequitas"
"without_mirrors","2022-02-01","0.34%","8","fairml"
"without_mirrors","2022-02-01","0.43%","4","themis-ml"
"without_mirrors","2022-02-01","0.43%","77","aequitas"
"without_mirrors","2022-02-01","0.55%","279","aif360"
"without_mirrors","2022-02-01","0.01%","2","ethicml"
"without_mirrors","2022-02-01","0.01%","1","fairness"
"without_mirrors","2022-02-01","1.30%","3101","fairlearn"
"without_mirrors","2022-02-01","0.16%","21","fairness-indicators"
"without_mirrors","2022-02-01","0.53%","219","BlackBoxAuditing"
"without_mirrors","2022-02-02","0.32%","41","fairness-indicators"
"without_mirrors","2022-02-02","0.02%","3","ethicml"
"without_mirrors","2022-02-02","0.11%","1","themis-ml"
"without_mirrors","2022-02-02","0.10%","18","aequitas"
"without_mirrors","2022-02-02","0.61%","252","BlackBoxAuditing"
"without_mirrors","2022-02-02","0.79%","404","aif360"
"without_mirrors","2022-02-02","1.06%","2522","fairlearn"
"without_mirrors","2022-02-03","0.40%","28","fairness"
"without_mirrors","2022-02-03","0.01%","1","ethicml"
"without_mirrors","2022-02-03","0.17%","31","aequitas"
"without_mirrors","2022-02-03","0.96%","490","aif360"
"without_mirrors","2022-02-03","0.50%","205","BlackBoxAuditing"
"without_mirrors","2022-02-03","0.97%","2310","fairlearn"
"without_mirrors","2022-02-03","0.16%","21","fairness-indicators"
"without_mirrors","2022-02-04","1.11%","2649","fairlearn"
"without_mirrors","2022-02-04","0.16%","28","aequitas"
"without_mirrors","2022-02-04","0.04%","1","fairml"
"without_mirrors","2022-02-04","0.38%","158","BlackBoxAuditing"
"without_mirrors","2022-02-04","0.70%","89","fairness-indicators"
"without_mirrors","2022-02-04","0.53%","271","aif360"
"without_mirrors","2022-02-05","0.08%","14","aequitas"
"without_mirrors","2022-02-05","0.34%","799","fairlearn"
"without_mirrors","2022-02-05","0.23%","115","aif360"
"without_mirrors","2022-02-05","0.06%","4","fairness"
"without_mirrors","2022-02-05","0.18%","73","BlackBoxAuditing"
"without_mirrors","2022-02-05","0.13%","16","fairness-indicators"
"without_mirrors","2022-02-06","0.12%","21","aequitas"
"without_mirrors","2022-02-06","0.16%","81","aif360"
"without_mirrors","2022-02-06","0.08%","12","ethicml"
"without_mirrors","2022-02-06","0.32%","768","fairlearn"
"without_mirrors","2022-02-06","0.21%","2","themis-ml"
"without_mirrors","2022-02-06","0.13%","17","fairness-indicators"
"without_mirrors","2022-02-06","0.05%","20","BlackBoxAuditing"
"without_mirrors","2022-02-07","0.16%","29","aequitas"
"without_mirrors","2022-02-07","0.17%","72","BlackBoxAuditing"
"without_mirrors","2022-02-07","0.73%","1728","fairlearn"
"without_mirrors","2022-02-07","0.22%","28","fairness-indicators"
"without_mirrors","2022-02-07","0.02%","3","ethicml"
"without_mirrors","2022-02-07","0.06%","1","transparentai"
"without_mirrors","2022-02-07","0.37%","190","aif360"
"without_mirrors","2022-02-07","0.10%","7","fairness"
"without_mirrors","2022-02-07","0.34%","8","fairml"
"without_mirrors","2022-02-08","0.04%","1","fairml"
"without_mirrors","2022-02-08","0.01%","2","ethicml"
"without_mirrors","2022-02-08","0.18%","23","fairness-indicators"
"without_mirrors","2022-02-08","0.83%","425","aif360"
"without_mirrors","2022-02-08","1.24%","2942","fairlearn"
"without_mirrors","2022-02-08","0.19%","33","aequitas"
"without_mirrors","2022-02-08","0.22%","89","BlackBoxAuditing"
"without_mirrors","2022-02-09","0.60%","306","aif360"
"without_mirrors","2022-02-09","0.39%","9","fairml"
"without_mirrors","2022-02-09","1.34%","3181","fairlearn"
"without_mirrors","2022-02-09","0.11%","8","fairness"
"without_mirrors","2022-02-09","0.20%","26","fairness-indicators"
"without_mirrors","2022-02-09","0.37%","6","transparentai"
"without_mirrors","2022-02-09","0.22%","92","BlackBoxAuditing"
"without_mirrors","2022-02-09","0.12%","21","aequitas"
"without_mirrors","2022-02-09","0.01%","1","ethicml"
"without_mirrors","2022-02-10","0.29%","121","BlackBoxAuditing"
"without_mirrors","2022-02-10","0.31%","5","transparentai"
"without_mirrors","2022-02-10","0.01%","1","ethicml"
"without_mirrors","2022-02-10","0.31%","40","fairness-indicators"
"without_mirrors","2022-02-10","0.60%","14","fairml"
"without_mirrors","2022-02-10","0.11%","20","aequitas"
"without_mirrors","2022-02-10","0.81%","412","aif360"
"without_mirrors","2022-02-10","1.47%","3507","fairlearn"
"without_mirrors","2022-02-10","0.01%","1","fairness"
"without_mirrors","2022-02-11","0.04%","1","fairml"
"without_mirrors","2022-02-11","0.11%","14","fairness-indicators"
"without_mirrors","2022-02-11","0.79%","403","aif360"
"without_mirrors","2022-02-11","0.01%","2","ethicml"
"without_mirrors","2022-02-11","0.10%","17","aequitas"
"without_mirrors","2022-02-11","0.18%","73","BlackBoxAuditing"
"without_mirrors","2022-02-11","1.02%","2434","fairlearn"
"without_mirrors","2022-02-12","0.07%","28","BlackBoxAuditing"
"without_mirrors","2022-02-12","0.02%","3","ethicml"
"without_mirrors","2022-02-12","0.36%","186","aif360"
"without_mirrors","2022-02-12","0.19%","3","transparentai"
"without_mirrors","2022-02-12","0.11%","1","themis-ml"
"without_mirrors","2022-02-12","0.39%","926","fairlearn"
"without_mirrors","2022-02-12","0.04%","8","aequitas"
"without_mirrors","2022-02-12","0.23%","30","fairness-indicators"
"without_mirrors","2022-02-13","0.11%","1","themis-ml"
"without_mirrors","2022-02-13","0.13%","16","fairness-indicators"
"without_mirrors","2022-02-13","0.35%","830","fairlearn"
"without_mirrors","2022-02-13","0.23%","94","BlackBoxAuditing"
"without_mirrors","2022-02-13","0.06%","1","transparentai"
"without_mirrors","2022-02-13","0.30%","153","aif360"
"without_mirrors","2022-02-13","0.07%","12","aequitas"
"without_mirrors","2022-02-13","0.01%","1","ethicml"
"without_mirrors","2022-02-14","0.80%","409","aif360"
"without_mirrors","2022-02-14","0.31%","39","fairness-indicators"
"without_mirrors","2022-02-14","0.13%","23","aequitas"
"without_mirrors","2022-02-14","0.13%","3","fairml"
"without_mirrors","2022-02-14","0.33%","135","BlackBoxAuditing"
"without_mirrors","2022-02-14","0.04%","6","ethicml"
"without_mirrors","2022-02-14","0.72%","1716","fairlearn"
"without_mirrors","2022-02-14","0.03%","2","fairness"
"without_mirrors","2022-02-15","0.32%","57","aequitas"
"without_mirrors","2022-02-15","0.13%","3","fairml"
"without_mirrors","2022-02-15","1.14%","2706","fairlearn"
"without_mirrors","2022-02-15","0.39%","160","BlackBoxAuditing"
"without_mirrors","2022-02-15","0.20%","14","fairness"
"without_mirrors","2022-02-15","1.27%","648","aif360"
"without_mirrors","2022-02-15","0.11%","1","themis-ml"
"without_mirrors","2022-02-15","0.34%","43","fairness-indicators"
"without_mirrors","2022-02-15","0.13%","20","ethicml"
"without_mirrors","2022-02-15","0.06%","1","transparentai"
"without_mirrors","2022-02-16","0.01%","2","ethicml"
"without_mirrors","2022-02-16","1.37%","3265","fairlearn"
"without_mirrors","2022-02-16","0.23%","16","fairness"
"without_mirrors","2022-02-16","0.65%","330","aif360"
"without_mirrors","2022-02-16","0.34%","43","fairness-indicators"
"without_mirrors","2022-02-16","0.07%","12","aequitas"
"without_mirrors","2022-02-16","0.22%","89","BlackBoxAuditing"
"without_mirrors","2022-02-16","0.04%","1","fairml"
"without_mirrors","2022-02-17","0.01%","1","fairness"
"without_mirrors","2022-02-17","0.13%","23","aequitas"
"without_mirrors","2022-02-17","0.98%","2323","fairlearn"
"without_mirrors","2022-02-17","0.09%","2","fairml"
"without_mirrors","2022-02-17","0.01%","1","ethicml"
"without_mirrors","2022-02-17","0.11%","1","themis-ml"
"without_mirrors","2022-02-17","0.09%","12","fairness-indicators"
"without_mirrors","2022-02-17","0.25%","103","BlackBoxAuditing"
"without_mirrors","2022-02-17","0.66%","336","aif360"
"without_mirrors","2022-02-18","0.43%","4","themis-ml"
"without_mirrors","2022-02-18","0.74%","94","fairness-indicators"
"without_mirrors","2022-02-18","0.76%","1804","fairlearn"
"without_mirrors","2022-02-18","0.50%","253","aif360"
"without_mirrors","2022-02-18","0.07%","5","fairness"
"without_mirrors","2022-02-18","0.78%","18","fairml"
"without_mirrors","2022-02-18","0.26%","46","aequitas"
"without_mirrors","2022-02-18","0.44%","182","BlackBoxAuditing"
"without_mirrors","2022-02-18","0.37%","58","ethicml"
"without_mirrors","2022-02-19","0.03%","2","fairness"
"without_mirrors","2022-02-19","0.56%","9","transparentai"
"without_mirrors","2022-02-19","0.40%","961","fairlearn"
"without_mirrors","2022-02-19","0.74%","95","fairness-indicators"
"without_mirrors","2022-02-19","0.34%","8","fairml"
"without_mirrors","2022-02-19","0.01%","2","ethicml"
"without_mirrors","2022-02-19","0.43%","4","themis-ml"
"without_mirrors","2022-02-19","0.09%","16","aequitas"
"without_mirrors","2022-02-19","0.08%","32","BlackBoxAuditing"
"without_mirrors","2022-02-19","0.26%","134","aif360"
"without_mirrors","2022-02-20","0.09%","38","BlackBoxAuditing"
"without_mirrors","2022-02-20","0.71%","112","ethicml"
"without_mirrors","2022-02-20","0.35%","842","fairlearn"
"without_mirrors","2022-02-20","0.18%","94","aif360"
"without_mirrors","2022-02-20","0.95%","121","fairness-indicators"
"without_mirrors","2022-02-20","0.96%","68","fairness"
"without_mirrors","2022-02-20","0.56%","9","transparentai"
"without_mirrors","2022-02-20","0.43%","76","aequitas"
"without_mirrors","2022-02-21","0.73%","17","fairml"
"without_mirrors","2022-02-21","0.11%","19","aequitas"
"without_mirrors","2022-02-21","0.51%","262","aif360"
"without_mirrors","2022-02-21","0.35%","56","ethicml"
"without_mirrors","2022-02-21","0.52%","1229","fairlearn"
"without_mirrors","2022-02-21","0.38%","155","BlackBoxAuditing"
"without_mirrors","2022-02-21","0.85%","8","themis-ml"
"without_mirrors","2022-02-21","1.47%","104","fairness"
"without_mirrors","2022-02-21","0.16%","21","fairness-indicators"
"without_mirrors","2022-02-21","0.06%","1","transparentai"
"without_mirrors","2022-02-22","0.60%","305","aif360"
"without_mirrors","2022-02-22","1.04%","133","fairness-indicators"
"without_mirrors","2022-02-22","0.85%","8","themis-ml"
"without_mirrors","2022-02-22","0.67%","275","BlackBoxAuditing"
"without_mirrors","2022-02-22","0.89%","2128","fairlearn"
"without_mirrors","2022-02-22","1.63%","115","fairness"
"without_mirrors","2022-02-22","0.30%","7","fairml"
"without_mirrors","2022-02-22","0.29%","51","aequitas"
"without_mirrors","2022-02-22","0.73%","115","ethicml"
"without_mirrors","2022-02-23","2.55%","180","fairness"
"without_mirrors","2022-02-23","0.62%","10","transparentai"
"without_mirrors","2022-02-23","0.79%","101","fairness-indicators"
"without_mirrors","2022-02-23","0.02%","3","ethicml"
"without_mirrors","2022-02-23","1.02%","2429","fairlearn"
"without_mirrors","2022-02-23","0.38%","68","aequitas"
"without_mirrors","2022-02-23","0.68%","347","aif360"
"without_mirrors","2022-02-23","0.43%","4","themis-ml"
"without_mirrors","2022-02-23","0.73%","17","fairml"
"without_mirrors","2022-02-23","0.51%","210","BlackBoxAuditing"
"without_mirrors","2022-02-24","0.39%","69","aequitas"
"without_mirrors","2022-02-24","0.38%","192","aif360"
"without_mirrors","2022-02-24","0.11%","1","themis-ml"
"without_mirrors","2022-02-24","0.13%","3","fairml"
"without_mirrors","2022-02-24","0.41%","169","BlackBoxAuditing"
"without_mirrors","2022-02-24","0.85%","60","fairness"
"without_mirrors","2022-02-24","1.00%","2375","fairlearn"
"without_mirrors","2022-02-24","0.02%","3","ethicml"
"without_mirrors","2022-02-24","0.74%","95","fairness-indicators"
"without_mirrors","2022-02-25","0.22%","91","BlackBoxAuditing"
"without_mirrors","2022-02-25","0.01%","2","ethicml"
"without_mirrors","2022-02-25","0.80%","1915","fairlearn"
"without_mirrors","2022-02-25","0.11%","8","fairness"
"without_mirrors","2022-02-25","0.13%","3","fairml"
"without_mirrors","2022-02-25","0.06%","1","transparentai"
"without_mirrors","2022-02-25","0.29%","52","aequitas"
"without_mirrors","2022-02-25","0.43%","4","themis-ml"
"without_mirrors","2022-02-25","0.16%","21","fairness-indicators"
"without_mirrors","2022-02-25","0.46%","235","aif360"
"without_mirrors","2022-02-26","0.34%","8","fairml"
"without_mirrors","2022-02-26","0.31%","158","aif360"
"without_mirrors","2022-02-26","0.51%","36","fairness"
"without_mirrors","2022-02-26","0.45%","57","fairness-indicators"
"without_mirrors","2022-02-26","0.07%","13","aequitas"
"without_mirrors","2022-02-26","0.16%","67","BlackBoxAuditing"
"without_mirrors","2022-02-26","0.50%","1197","fairlearn"
"without_mirrors","2022-02-26","0.43%","4","themis-ml"
"without_mirrors","2022-02-27","0.37%","6","transparentai"
"without_mirrors","2022-02-27","0.36%","57","ethicml"
"without_mirrors","2022-02-27","0.47%","33","fairness"
"without_mirrors","2022-02-27","0.40%","961","fairlearn"
"without_mirrors","2022-02-27","0.26%","135","aif360"
"without_mirrors","2022-02-27","0.12%","22","aequitas"
"without_mirrors","2022-02-27","0.18%","73","BlackBoxAuditing"
"without_mirrors","2022-02-27","0.13%","16","fairness-indicators"
"without_mirrors","2022-02-28","0.33%","59","aequitas"
"without_mirrors","2022-02-28","0.36%","150","BlackBoxAuditing"
"without_mirrors","2022-02-28","0.03%","2","fairness"
"without_mirrors","2022-02-28","0.12%","15","fairness-indicators"
"without_mirrors","2022-02-28","0.02%","3","ethicml"
"without_mirrors","2022-02-28","0.79%","1880","fairlearn"
"without_mirrors","2022-02-28","0.43%","4","themis-ml"
"without_mirrors","2022-02-28","0.79%","402","aif360"
"without_mirrors","2022-03-01","0.77%","317","BlackBoxAuditing"
"without_mirrors","2022-03-01","0.75%","96","fairness-indicators"
"without_mirrors","2022-03-01","0.82%","19","fairml"
"without_mirrors","2022-03-01","0.85%","435","aif360"
"without_mirrors","2022-03-01","0.53%","5","themis-ml"
"without_mirrors","2022-03-01","1.49%","105","fairness"
"without_mirrors","2022-03-01","0.49%","78","ethicml"
"without_mirrors","2022-03-01","1.31%","3107","fairlearn"
"without_mirrors","2022-03-01","0.53%","95","aequitas"
"without_mirrors","2022-03-02","0.48%","34","fairness"
"without_mirrors","2022-03-02","0.83%","132","ethicml"
"without_mirrors","2022-03-02","0.56%","9","transparentai"
"without_mirrors","2022-03-02","0.38%","49","fairness-indicators"
"without_mirrors","2022-03-02","0.43%","4","themis-ml"
"without_mirrors","2022-03-02","0.79%","327","BlackBoxAuditing"
"without_mirrors","2022-03-02","0.34%","8","fairml"
"without_mirrors","2022-03-02","0.60%","107","aequitas"
"without_mirrors","2022-03-02","1.06%","2523","fairlearn"
"without_mirrors","2022-03-02","1.03%","525","aif360"
"without_mirrors","2022-03-03","0.13%","16","fairness-indicators"
"without_mirrors","2022-03-03","0.98%","402","BlackBoxAuditing"
"without_mirrors","2022-03-03","0.10%","7","fairness"
"without_mirrors","2022-03-03","0.91%","2170","fairlearn"
"without_mirrors","2022-03-03","0.10%","17","aequitas"
"without_mirrors","2022-03-03","0.20%","32","ethicml"
"without_mirrors","2022-03-03","0.94%","478","aif360"
"without_mirrors","2022-03-04","1.08%","2561","fairlearn"
"without_mirrors","2022-03-04","0.10%","18","aequitas"
"without_mirrors","2022-03-04","0.55%","227","BlackBoxAuditing"
"without_mirrors","2022-03-04","0.14%","18","fairness-indicators"
"without_mirrors","2022-03-04","0.15%","23","ethicml"
"without_mirrors","2022-03-04","0.73%","371","aif360"
"without_mirrors","2022-03-04","0.74%","7","themis-ml"
"without_mirrors","2022-03-04","0.74%","12","transparentai"
"without_mirrors","2022-03-05","0.44%","223","aif360"
"without_mirrors","2022-03-05","0.28%","49","aequitas"
"without_mirrors","2022-03-05","0.09%","12","fairness-indicators"
"without_mirrors","2022-03-05","0.01%","1","ethicml"
"without_mirrors","2022-03-05","0.31%","126","BlackBoxAuditing"
"without_mirrors","2022-03-05","0.44%","1040","fairlearn"
"without_mirrors","2022-03-06","0.21%","87","BlackBoxAuditing"
"without_mirrors","2022-03-06","0.01%","1","ethicml"
"without_mirrors","2022-03-06","0.06%","11","aequitas"
"without_mirrors","2022-03-06","0.12%","15","fairness-indicators"
"without_mirrors","2022-03-06","0.01%","1","fairness"
"without_mirrors","2022-03-06","0.25%","125","aif360"
"without_mirrors","2022-03-06","0.37%","887","fairlearn"
"without_mirrors","2022-03-06","0.34%","8","fairml"
"without_mirrors","2022-03-06","0.56%","9","transparentai"
"without_mirrors","2022-03-07","0.11%","1","themis-ml"
"without_mirrors","2022-03-07","0.63%","323","aif360"
"without_mirrors","2022-03-07","0.45%","58","fairness-indicators"
"without_mirrors","2022-03-07","0.29%","51","aequitas"
"without_mirrors","2022-03-07","0.12%","2","transparentai"
"without_mirrors","2022-03-07","0.06%","10","ethicml"
"without_mirrors","2022-03-07","0.22%","91","BlackBoxAuditing"
"without_mirrors","2022-03-07","0.77%","1826","fairlearn"
"without_mirrors","2022-03-07","0.26%","6","fairml"
"without_mirrors","2022-03-07","0.13%","9","fairness"
"without_mirrors","2022-03-08","0.74%","375","aif360"
"without_mirrors","2022-03-08","0.02%","3","ethicml"
"without_mirrors","2022-03-08","0.14%","18","fairness-indicators"
"without_mirrors","2022-03-08","1.02%","2433","fairlearn"
"without_mirrors","2022-03-08","0.56%","9","transparentai"
"without_mirrors","2022-03-08","0.21%","88","BlackBoxAuditing"
"without_mirrors","2022-03-08","0.31%","56","aequitas"
"without_mirrors","2022-03-08","0.34%","8","fairml"
"without_mirrors","2022-03-08","0.01%","1","fairness"
"without_mirrors","2022-03-08","0.43%","4","themis-ml"
"without_mirrors","2022-03-09","0.50%","35","fairness"
"without_mirrors","2022-03-09","0.46%","189","BlackBoxAuditing"
"without_mirrors","2022-03-09","0.91%","2163","fairlearn"
"without_mirrors","2022-03-09","0.34%","60","aequitas"
"without_mirrors","2022-03-09","1.34%","681","aif360"
"without_mirrors","2022-03-09","0.63%","80","fairness-indicators"
"without_mirrors","2022-03-09","0.08%","12","ethicml"
"without_mirrors","2022-03-09","0.09%","2","fairml"
"without_mirrors","2022-03-09","0.43%","4","themis-ml"
"without_mirrors","2022-03-10","0.48%","34","fairness"
"without_mirrors","2022-03-10","0.48%","61","fairness-indicators"
"without_mirrors","2022-03-10","1.12%","18","transparentai"
"without_mirrors","2022-03-10","0.69%","16","fairml"
"without_mirrors","2022-03-10","0.37%","151","BlackBoxAuditing"
"without_mirrors","2022-03-10","0.94%","2226","fairlearn"
"without_mirrors","2022-03-10","0.64%","6","themis-ml"
"without_mirrors","2022-03-10","0.74%","117","ethicml"
"without_mirrors","2022-03-10","0.79%","402","aif360"
"without_mirrors","2022-03-10","0.26%","47","aequitas"
"without_mirrors","2022-03-11","0.99%","2359","fairlearn"
"without_mirrors","2022-03-11","0.58%","297","aif360"
"without_mirrors","2022-03-11","0.17%","70","BlackBoxAuditing"
"without_mirrors","2022-03-11","0.11%","1","themis-ml"
"without_mirrors","2022-03-11","0.36%","46","fairness-indicators"
"without_mirrors","2022-03-11","0.27%","43","ethicml"
"without_mirrors","2022-03-11","0.08%","15","aequitas"
"without_mirrors","2022-03-12","0.14%","18","fairness-indicators"
"without_mirrors","2022-03-12","0.06%","24","BlackBoxAuditing"
"without_mirrors","2022-03-12","0.28%","145","aif360"
"without_mirrors","2022-03-12","0.06%","11","aequitas"
"without_mirrors","2022-03-12","0.06%","9","ethicml"
"without_mirrors","2022-03-12","0.11%","1","themis-ml"
"without_mirrors","2022-03-12","0.40%","960","fairlearn"
"without_mirrors","2022-03-13","0.39%","9","fairml"
"without_mirrors","2022-03-13","0.08%","34","BlackBoxAuditing"
"without_mirrors","2022-03-13","0.01%","1","fairness"
"without_mirrors","2022-03-13","0.11%","1","themis-ml"
"without_mirrors","2022-03-13","0.51%","65","fairness-indicators"
"without_mirrors","2022-03-13","0.26%","47","aequitas"
"without_mirrors","2022-03-13","0.29%","699","fairlearn"
"without_mirrors","2022-03-13","0.13%","20","ethicml"
"without_mirrors","2022-03-13","0.06%","1","transparentai"
"without_mirrors","2022-03-13","0.61%","313","aif360"
"without_mirrors","2022-03-14","0.03%","2","fairness"
"without_mirrors","2022-03-14","0.09%","14","ethicml"
"without_mirrors","2022-03-14","0.08%","14","aequitas"
"without_mirrors","2022-03-14","0.19%","24","fairness-indicators"
"without_mirrors","2022-03-14","0.06%","1","transparentai"
"without_mirrors","2022-03-14","0.92%","2193","fairlearn"
"without_mirrors","2022-03-14","0.09%","2","fairml"
"without_mirrors","2022-03-14","0.23%","93","BlackBoxAuditing"
"without_mirrors","2022-03-14","1.40%","716","aif360"
"without_mirrors","2022-03-15","0.93%","2204","fairlearn"
"without_mirrors","2022-03-15","0.52%","37","fairness"
"without_mirrors","2022-03-15","0.43%","10","fairml"
"without_mirrors","2022-03-15","0.45%","80","aequitas"
"without_mirrors","2022-03-15","0.46%","73","ethicml"
"without_mirrors","2022-03-15","1.18%","600","aif360"
"without_mirrors","2022-03-15","0.38%","156","BlackBoxAuditing"
"without_mirrors","2022-03-15","0.68%","87","fairness-indicators"
"without_mirrors","2022-03-15","0.62%","10","transparentai"
"without_mirrors","2022-03-15","0.53%","5","themis-ml"
"without_mirrors","2022-03-16","0.15%","26","aequitas"
"without_mirrors","2022-03-16","0.98%","2329","fairlearn"
"without_mirrors","2022-03-16","0.42%","54","fairness-indicators"
"without_mirrors","2022-03-16","0.06%","1","transparentai"
"without_mirrors","2022-03-16","0.66%","336","aif360"
"without_mirrors","2022-03-16","0.21%","2","themis-ml"
"without_mirrors","2022-03-16","0.23%","95","BlackBoxAuditing"
"without_mirrors","2022-03-16","0.11%","17","ethicml"
"without_mirrors","2022-03-17","0.19%","24","fairness-indicators"
"without_mirrors","2022-03-17","0.04%","3","fairness"
"without_mirrors","2022-03-17","0.30%","124","BlackBoxAuditing"
"without_mirrors","2022-03-17","0.98%","2337","fairlearn"
"without_mirrors","2022-03-17","0.15%","26","aequitas"
"without_mirrors","2022-03-17","0.47%","239","aif360"
"without_mirrors","2022-03-17","0.64%","102","ethicml"
"without_mirrors","2022-03-18","0.27%","34","fairness-indicators"
"without_mirrors","2022-03-18","0.89%","2116","fairlearn"
"without_mirrors","2022-03-18","0.45%","72","ethicml"
"without_mirrors","2022-03-18","0.04%","3","fairness"
"without_mirrors","2022-03-18","0.29%","148","aif360"
"without_mirrors","2022-03-18","0.11%","20","aequitas"
"without_mirrors","2022-03-18","0.27%","111","BlackBoxAuditing"
"without_mirrors","2022-03-19","0.08%","13","ethicml"
"without_mirrors","2022-03-19","0.04%","17","BlackBoxAuditing"
"without_mirrors","2022-03-19","0.01%","1","fairness"
"without_mirrors","2022-03-19","0.12%","62","aif360"
"without_mirrors","2022-03-19","0.13%","17","fairness-indicators"
"without_mirrors","2022-03-19","0.28%","674","fairlearn"
"without_mirrors","2022-03-19","0.10%","17","aequitas"
"without_mirrors","2022-03-20","0.36%","858","fairlearn"
"without_mirrors","2022-03-20","0.22%","90","BlackBoxAuditing"
"without_mirrors","2022-03-20","0.12%","62","aif360"
"without_mirrors","2022-03-20","0.15%","19","fairness-indicators"
"without_mirrors","2022-03-20","0.07%","12","aequitas"
"without_mirrors","2022-03-20","0.04%","1","fairml"
"without_mirrors","2022-03-20","0.44%","69","ethicml"
"without_mirrors","2022-03-20","0.04%","3","fairness"
"without_mirrors","2022-03-21","0.13%","3","fairml"
"without_mirrors","2022-03-21","0.44%","226","aif360"
"without_mirrors","2022-03-21","0.26%","109","BlackBoxAuditing"
"without_mirrors","2022-03-21","0.70%","1669","fairlearn"
"without_mirrors","2022-03-21","0.01%","1","fairness"
"without_mirrors","2022-03-21","0.06%","10","ethicml"
"without_mirrors","2022-03-21","0.16%","20","fairness-indicators"
"without_mirrors","2022-03-21","0.10%","17","aequitas"
"without_mirrors","2022-03-22","0.03%","2","fairness"
"without_mirrors","2022-03-22","0.11%","1","themis-ml"
"without_mirrors","2022-03-22","0.18%","28","ethicml"
"without_mirrors","2022-03-22","0.20%","84","BlackBoxAuditing"
"without_mirrors","2022-03-22","0.06%","1","transparentai"
"without_mirrors","2022-03-22","0.75%","1789","fairlearn"
"without_mirrors","2022-03-22","0.36%","184","aif360"
"without_mirrors","2022-03-22","0.20%","36","aequitas"
"without_mirrors","2022-03-22","0.44%","56","fairness-indicators"
"without_mirrors","2022-03-23","0.10%","7","fairness"
"without_mirrors","2022-03-23","0.78%","1861","fairlearn"
"without_mirrors","2022-03-23","0.16%","67","BlackBoxAuditing"
"without_mirrors","2022-03-23","0.13%","3","fairml"
"without_mirrors","2022-03-23","0.46%","237","aif360"
"without_mirrors","2022-03-23","0.11%","17","ethicml"
"without_mirrors","2022-03-23","0.31%","39","fairness-indicators"
"without_mirrors","2022-03-23","0.20%","35","aequitas"
"without_mirrors","2022-03-23","0.11%","1","themis-ml"
"without_mirrors","2022-03-24","0.52%","66","fairness-indicators"
"without_mirrors","2022-03-24","0.18%","32","aequitas"
"without_mirrors","2022-03-24","0.49%","250","aif360"
"without_mirrors","2022-03-24","0.50%","35","fairness"
"without_mirrors","2022-03-24","0.34%","8","fairml"
"without_mirrors","2022-03-24","0.18%","76","BlackBoxAuditing"
"without_mirrors","2022-03-24","0.44%","70","ethicml"
"without_mirrors","2022-03-24","1.03%","2443","fairlearn"
